source_json,annotation_id,image_id,category_id,category_name,image_file,image_width,image_height,bbox_x,bbox_y,bbox_width,bbox_height,bbox_area,bbox_area_over_image_area,bbox_w_over_image_w,bbox_h_over_image_h,bbox_aspect_ratio,iscrowd
coco-merged.json,1212,17,8,Vas Deferens,frame_106.jpg,1920,1080,1226.0,489.0,144.0,251.0,36144.0,0.017430555555555557,0.075,0.2324074074074074,0.5737051792828686,False
coco-merged.json,1213,17,15,Testicular Vessels,frame_106.jpg,1920,1080,1256.0,416.0,527.0,260.0,137020.0,0.06607831790123457,0.27447916666666666,0.24074074074074073,2.026923076923077,False
coco-merged.json,262,18,10,Pubic Bone,frame_107.jpg,1920,1080,99.0,527.0,341.0,248.0,84568.0,0.040783179012345676,0.17760416666666667,0.22962962962962963,1.375,False
coco-merged.json,265,18,14,Inferior Epigastric Vessels,frame_107.jpg,1920,1080,1064.0,279.0,760.0,507.0,385320.0,0.18582175925925926,0.3958333333333333,0.46944444444444444,1.4990138067061145,False
coco-merged.json,857,18,5,Triangle of Doom,frame_107.jpg,1920,1080,1153.0,519.0,375.0,320.0,120000.0,0.05787037037037037,0.1953125,0.2962962962962963,1.171875,False
coco-merged.json,1215,18,8,Vas Deferens,frame_107.jpg,1920,1080,1127.0,476.0,72.0,193.0,13896.0,0.006701388888888889,0.0375,0.1787037037037037,0.37305699481865284,False
coco-merged.json,1216,18,15,Testicular Vessels,frame_107.jpg,1920,1080,1139.0,445.0,164.0,152.0,24928.0,0.012021604938271604,0.08541666666666667,0.14074074074074075,1.0789473684210527,False
coco-merged.json,268,19,10,Pubic Bone,frame_108.jpg,1920,1080,81.0,616.0,283.0,214.0,60562.0,0.029206211419753086,0.14739583333333334,0.19814814814814816,1.3224299065420562,False
coco-merged.json,270,19,14,Inferior Epigastric Vessels,frame_108.jpg,1920,1080,1058.0,289.0,374.0,296.0,110704.0,0.05338734567901235,0.19479166666666667,0.2740740740740741,1.2635135135135136,False
coco-merged.json,859,19,5,Triangle of Doom,frame_108.jpg,1920,1080,1322.0,626.0,423.0,454.0,192042.0,0.09261284722222222,0.2203125,0.4203703703703704,0.9317180616740088,False
coco-merged.json,860,19,6,Triangle of Pain,frame_108.jpg,1920,1080,1445.0,421.0,371.0,422.0,156562.0,0.07550250771604938,0.19322916666666667,0.3907407407407407,0.8791469194312796,False
coco-merged.json,1218,19,8,Vas Deferens,frame_108.jpg,1920,1080,1244.0,576.0,100.0,233.0,23300.0,0.011236496913580247,0.052083333333333336,0.21574074074074073,0.4291845493562232,False
coco-merged.json,1219,19,15,Testicular Vessels,frame_108.jpg,1920,1080,1298.0,558.0,386.0,212.0,81832.0,0.03946373456790123,0.20104166666666667,0.1962962962962963,1.820754716981132,False
coco-merged.json,271,20,10,Pubic Bone,frame_109.jpg,1920,1080,94.0,532.0,550.0,197.0,108350.0,0.052252121913580245,0.2864583333333333,0.1824074074074074,2.7918781725888326,False
coco-merged.json,273,20,14,Inferior Epigastric Vessels,frame_109.jpg,1920,1080,1283.0,83.0,431.0,474.0,204294.0,0.09852141203703704,0.22447916666666667,0.4388888888888889,0.9092827004219409,False
coco-merged.json,861,20,5,Triangle of Doom,frame_109.jpg,1920,1080,1522.0,612.0,305.0,467.0,142435.0,0.06868971836419753,0.15885416666666666,0.4324074074074074,0.6531049250535332,False
coco-merged.json,862,20,6,Triangle of Pain,frame_109.jpg,1920,1080,1554.0,165.0,273.0,509.0,138957.0,0.06701244212962963,0.1421875,0.47129629629629627,0.5363457760314342,False
coco-merged.json,1221,20,8,Vas Deferens,frame_109.jpg,1920,1080,1429.0,558.0,163.0,265.0,43195.0,0.020830922067901235,0.08489583333333334,0.24537037037037038,0.6150943396226415,False
coco-merged.json,1222,20,15,Testicular Vessels,frame_109.jpg,1920,1080,1536.0,491.0,283.0,233.0,65939.0,0.031799286265432096,0.14739583333333334,0.21574074074074073,1.2145922746781115,False
coco-merged.json,277,22,10,Pubic Bone,frame_110.jpg,1920,1080,107.0,448.0,560.0,257.0,143920.0,0.06940586419753086,0.2916666666666667,0.23796296296296296,2.178988326848249,False
coco-merged.json,278,22,14,Inferior Epigastric Vessels,frame_110.jpg,1920,1080,1287.0,151.0,355.0,298.0,105790.0,0.05101755401234568,0.18489583333333334,0.2759259259259259,1.191275167785235,False
coco-merged.json,863,22,5,Triangle of Doom,frame_110.jpg,1920,1080,1638.0,553.0,187.0,527.0,98549.0,0.04752555941358025,0.09739583333333333,0.487962962962963,0.3548387096774194,False
coco-merged.json,1224,22,8,Vas Deferens,frame_110.jpg,1920,1080,1538.0,462.0,123.0,231.0,28413.0,0.013702256944444444,0.0640625,0.21388888888888888,0.5324675324675324,False
coco-merged.json,1225,22,15,Testicular Vessels,frame_110.jpg,1920,1080,1572.0,407.0,239.0,235.0,56165.0,0.02708574459876543,0.12447916666666667,0.2175925925925926,1.0170212765957447,False
coco-merged.json,281,23,10,Pubic Bone,frame_111.jpg,1920,1080,222.0,408.0,606.0,245.0,148470.0,0.07160011574074074,0.315625,0.22685185185185186,2.473469387755102,False
coco-merged.json,284,23,14,Inferior Epigastric Vessels,frame_111.jpg,1920,1080,1500.0,10.0,315.0,303.0,95445.0,0.04602864583333333,0.1640625,0.28055555555555556,1.0396039603960396,False
coco-merged.json,288,24,10,Pubic Bone,frame_112.jpg,1920,1080,101.0,395.0,654.0,261.0,170694.0,0.08231770833333334,0.340625,0.24166666666666667,2.5057471264367814,False
coco-merged.json,290,24,14,Inferior Epigastric Vessels,frame_112.jpg,1920,1080,1575.0,17.0,238.0,359.0,85442.0,0.04120466820987655,0.12395833333333334,0.33240740740740743,0.6629526462395543,False
coco-merged.json,293,25,10,Pubic Bone,frame_113.jpg,1920,1080,108.0,440.0,634.0,224.0,142016.0,0.06848765432098765,0.3302083333333333,0.2074074074074074,2.830357142857143,False
coco-merged.json,295,26,10,Pubic Bone,frame_114.jpg,1920,1080,83.0,671.0,521.0,197.0,102637.0,0.049497010030864194,0.2713541666666667,0.1824074074074074,2.6446700507614214,False
coco-merged.json,296,26,14,Inferior Epigastric Vessels,frame_114.jpg,1920,1080,1260.0,379.0,289.0,298.0,86122.0,0.041532600308641976,0.15052083333333333,0.2759259259259259,0.9697986577181208,False
coco-merged.json,864,26,5,Triangle of Doom,frame_114.jpg,1920,1080,1557.0,791.0,272.0,289.0,78608.0,0.03790895061728395,0.14166666666666666,0.2675925925925926,0.9411764705882353,False
coco-merged.json,865,26,6,Triangle of Pain,frame_114.jpg,1920,1080,1707.0,582.0,107.0,255.0,27285.0,0.013158275462962964,0.05572916666666667,0.2361111111111111,0.4196078431372549,False
coco-merged.json,1230,26,8,Vas Deferens,frame_114.jpg,1920,1080,1500.0,721.0,65.0,232.0,15080.0,0.007272376543209877,0.033854166666666664,0.21481481481481482,0.2801724137931034,False
coco-merged.json,1231,26,15,Testicular Vessels,frame_114.jpg,1920,1080,1502.0,655.0,319.0,379.0,120901.0,0.05830488040123457,0.16614583333333333,0.3509259259259259,0.841688654353562,False
coco-merged.json,299,27,10,Pubic Bone,frame_115.jpg,1920,1080,121.0,529.0,456.0,202.0,92112.0,0.0444212962962963,0.2375,0.18703703703703703,2.257425742574257,False
coco-merged.json,300,27,14,Inferior Epigastric Vessels,frame_115.jpg,1920,1080,1202.0,229.0,451.0,369.0,166419.0,0.08025607638888889,0.23489583333333333,0.3416666666666667,1.2222222222222223,False
coco-merged.json,867,27,5,Triangle of Doom,frame_115.jpg,1920,1080,1420.0,634.0,404.0,362.0,146248.0,0.07052854938271605,0.21041666666666667,0.3351851851851852,1.1160220994475138,False
coco-merged.json,868,27,6,Triangle of Pain,frame_115.jpg,1920,1080,1349.0,749.0,218.0,325.0,70850.0,0.034167631172839504,0.11354166666666667,0.30092592592592593,0.6707692307692308,False
coco-merged.json,1234,27,15,Testicular Vessels,frame_115.jpg,1920,1080,1325.0,675.0,183.0,145.0,26535.0,0.012796585648148149,0.0953125,0.13425925925925927,1.2620689655172415,False
coco-merged.json,303,28,10,Pubic Bone,frame_116.jpg,1920,1080,102.0,529.0,552.0,256.0,141312.0,0.06814814814814815,0.2875,0.23703703703703705,2.15625,False
coco-merged.json,305,28,14,Inferior Epigastric Vessels,frame_116.jpg,1920,1080,1402.0,263.0,265.0,345.0,91425.0,0.04408998842592592,0.13802083333333334,0.3194444444444444,0.7681159420289855,False
coco-merged.json,869,28,5,Triangle of Doom,frame_116.jpg,1920,1080,1629.0,654.0,199.0,426.0,84774.0,0.04088252314814815,0.10364583333333334,0.39444444444444443,0.4671361502347418,False
coco-merged.json,870,28,6,Triangle of Pain,frame_116.jpg,1920,1080,1703.0,523.0,115.0,162.0,18630.0,0.008984375,0.059895833333333336,0.15,0.7098765432098766,False
coco-merged.json,1237,28,15,Testicular Vessels,frame_116.jpg,1920,1080,1573.0,576.0,243.0,243.0,59049.0,0.0284765625,0.1265625,0.225,1.0,False
coco-merged.json,1238,28,8,Vas Deferens,frame_116.jpg,1920,1080,1538.0,605.0,86.0,221.0,19006.0,0.009165702160493828,0.04479166666666667,0.20462962962962963,0.3891402714932127,False
coco-merged.json,307,29,10,Pubic Bone,frame_117.jpg,1920,1080,107.0,555.0,421.0,247.0,103987.0,0.050148051697530865,0.21927083333333333,0.22870370370370371,1.7044534412955465,False
coco-merged.json,308,29,14,Inferior Epigastric Vessels,frame_117.jpg,1920,1080,1249.0,248.0,329.0,278.0,91462.0,0.04410783179012346,0.17135416666666667,0.2574074074074074,1.183453237410072,False
coco-merged.json,871,29,5,Triangle of Doom,frame_117.jpg,1920,1080,1586.0,741.0,238.0,339.0,80682.0,0.03890914351851852,0.12395833333333334,0.3138888888888889,0.7020648967551623,False
coco-merged.json,872,29,6,Triangle of Pain,frame_117.jpg,1920,1080,1652.0,525.0,167.0,255.0,42585.0,0.020536747685185184,0.08697916666666666,0.2361111111111111,0.6549019607843137,False
coco-merged.json,1241,29,8,Vas Deferens,frame_117.jpg,1920,1080,1504.0,649.0,103.0,224.0,23072.0,0.011126543209876542,0.05364583333333333,0.2074074074074074,0.45982142857142855,False
coco-merged.json,1242,29,15,Testicular Vessels,frame_117.jpg,1920,1080,1445.0,528.0,371.0,396.0,146916.0,0.07085069444444445,0.19322916666666667,0.36666666666666664,0.9368686868686869,False
coco-merged.json,311,30,10,Pubic Bone,frame_118.jpg,1920,1080,102.0,314.0,567.0,258.0,146286.0,0.070546875,0.2953125,0.2388888888888889,2.197674418604651,False
coco-merged.json,312,30,14,Inferior Epigastric Vessels,frame_118.jpg,1920,1080,1351.0,5.0,405.0,272.0,110160.0,0.053125,0.2109375,0.2518518518518518,1.4889705882352942,False
coco-merged.json,873,30,5,Triangle of Doom,frame_118.jpg,1920,1080,1698.0,459.0,127.0,621.0,78867.0,0.038033854166666665,0.06614583333333333,0.575,0.20450885668276972,False
coco-merged.json,1244,30,8,Vas Deferens,frame_118.jpg,1920,1080,1628.0,387.0,99.0,281.0,27819.0,0.013415798611111111,0.0515625,0.2601851851851852,0.35231316725978645,False
coco-merged.json,1245,30,15,Testicular Vessels,frame_118.jpg,1920,1080,1535.0,239.0,278.0,260.0,72280.0,0.03485725308641975,0.14479166666666668,0.24074074074074073,1.0692307692307692,False
coco-merged.json,316,31,10,Pubic Bone,frame_119.jpg,1920,1080,201.0,355.0,641.0,224.0,143584.0,0.06924382716049382,0.3338541666666667,0.2074074074074074,2.861607142857143,False
coco-merged.json,317,31,14,Inferior Epigastric Vessels,frame_119.jpg,1920,1080,1494.0,8.0,316.0,308.0,97328.0,0.04693672839506173,0.16458333333333333,0.2851851851851852,1.025974025974026,False
coco-merged.json,1,32,10,Pubic Bone,frame_12.jpg,1920,1080,651.0,494.0,401.0,112.0,44912.0,0.02165895061728395,0.20885416666666667,0.1037037037037037,3.580357142857143,False
coco-merged.json,319,33,10,Pubic Bone,frame_120.jpg,1920,1080,262.0,505.0,713.0,263.0,187519.0,0.09043161651234567,0.37135416666666665,0.24351851851851852,2.711026615969582,False
coco-merged.json,320,34,10,Pubic Bone,frame_121.jpg,1920,1080,219.0,379.0,706.0,281.0,198386.0,0.09567226080246914,0.36770833333333336,0.2601851851851852,2.512455516014235,False
coco-merged.json,321,35,10,Pubic Bone,frame_122.jpg,1920,1080,104.0,303.0,694.0,240.0,166560.0,0.08032407407407408,0.3614583333333333,0.2222222222222222,2.8916666666666666,False
coco-merged.json,322,36,10,Pubic Bone,frame_123.jpg,1920,1080,265.0,443.0,501.0,232.0,116232.0,0.056053240740740744,0.2609375,0.21481481481481482,2.1594827586206895,False
coco-merged.json,324,36,14,Inferior Epigastric Vessels,frame_123.jpg,1920,1080,1639.0,56.0,175.0,277.0,48475.0,0.02337721836419753,0.09114583333333333,0.2564814814814815,0.631768953068592,False
coco-merged.json,325,37,10,Pubic Bone,frame_124.jpg,1920,1080,97.0,352.0,630.0,203.0,127890.0,0.061675347222222225,0.328125,0.18796296296296297,3.103448275862069,False
coco-merged.json,326,37,14,Inferior Epigastric Vessels,frame_124.jpg,1920,1080,1601.0,11.0,212.0,287.0,60844.0,0.029342206790123455,0.11041666666666666,0.2657407407407407,0.7386759581881533,False
coco-merged.json,328,38,14,Inferior Epigastric Vessels,frame_125.jpg,1920,1080,1597.0,5.0,211.0,267.0,56337.0,0.02716869212962963,0.10989583333333333,0.24722222222222223,0.7902621722846442,False
coco-merged.json,1309,38,10,Pubic Bone,frame_125.jpg,1920,1080,110.0,311.0,946.0,226.0,213796.0,0.10310378086419753,0.49270833333333336,0.20925925925925926,4.185840707964601,False
coco-merged.json,329,39,10,Pubic Bone,frame_126.jpg,1920,1080,214.0,426.0,1144.0,218.0,249392.0,0.12027006172839506,0.5958333333333333,0.20185185185185187,5.247706422018348,False
coco-merged.json,330,39,14,Inferior Epigastric Vessels,frame_126.jpg,1920,1080,1592.0,66.0,227.0,252.0,57204.0,0.027586805555555555,0.11822916666666666,0.23333333333333334,0.9007936507936508,False
coco-merged.json,1310,40,10,Pubic Bone,frame_127.jpg,1920,1080,100.0,311.0,1068.0,252.0,269136.0,0.12979166666666667,0.55625,0.23333333333333334,4.238095238095238,False
coco-merged.json,333,41,10,Pubic Bone,frame_128.jpg,1920,1080,101.0,66.0,999.0,308.0,307692.0,0.14838541666666666,0.5203125,0.2851851851851852,3.2435064935064934,False
coco-merged.json,335,42,14,Inferior Epigastric Vessels,frame_129.jpg,1920,1080,1473.0,3.0,320.0,129.0,41280.0,0.01990740740740741,0.16666666666666666,0.11944444444444445,2.4806201550387597,False
coco-merged.json,1311,42,10,Pubic Bone,frame_129.jpg,1920,1080,100.0,197.0,931.0,267.0,248577.0,0.11987702546296296,0.48489583333333336,0.24722222222222223,3.48689138576779,False
coco-merged.json,2,43,10,Pubic Bone,frame_13.jpg,1920,1080,628.0,505.0,442.0,114.0,50388.0,0.02429976851851852,0.23020833333333332,0.10555555555555556,3.8771929824561404,False
coco-merged.json,337,44,14,Inferior Epigastric Vessels,frame_130.jpg,1920,1080,1472.0,2.0,141.0,56.0,7896.0,0.0038078703703703703,0.0734375,0.05185185185185185,2.517857142857143,False
coco-merged.json,1253,44,8,Vas Deferens,frame_130.jpg,1920,1080,1626.0,173.0,133.0,292.0,38836.0,0.01872878086419753,0.06927083333333334,0.27037037037037037,0.4554794520547945,False
coco-merged.json,1254,44,15,Testicular Vessels,frame_130.jpg,1920,1080,1575.0,31.0,242.0,254.0,61468.0,0.029643132716049382,0.12604166666666666,0.2351851851851852,0.952755905511811,False
coco-merged.json,1312,44,10,Pubic Bone,frame_130.jpg,1920,1080,100.0,71.0,714.0,264.0,188496.0,0.09090277777777778,0.371875,0.24444444444444444,2.7045454545454546,False
coco-merged.json,338,45,10,Pubic Bone,frame_131.jpg,1920,1080,302.0,5.0,802.0,267.0,214134.0,0.1032667824074074,0.41770833333333335,0.24722222222222223,3.0037453183520597,False
coco-merged.json,339,46,10,Pubic Bone,frame_132.jpg,1920,1080,195.0,250.0,513.0,217.0,111321.0,0.053684895833333336,0.2671875,0.20092592592592592,2.3640552995391704,False
coco-merged.json,342,46,14,Inferior Epigastric Vessels,frame_132.jpg,1920,1080,818.0,30.0,187.0,197.0,36839.0,0.017765721450617285,0.09739583333333333,0.1824074074074074,0.949238578680203,False
coco-merged.json,874,46,5,Triangle of Doom,frame_132.jpg,1920,1080,947.0,281.0,207.0,384.0,79488.0,0.03833333333333333,0.1078125,0.35555555555555557,0.5390625,False
coco-merged.json,875,46,6,Triangle of Pain,frame_132.jpg,1920,1080,1063.0,363.0,599.0,305.0,182695.0,0.0881052276234568,0.31197916666666664,0.2824074074074074,1.9639344262295082,False
coco-merged.json,345,47,10,Pubic Bone,frame_133.jpg,1920,1080,102.0,327.0,464.0,179.0,83056.0,0.04005401234567901,0.24166666666666667,0.16574074074074074,2.5921787709497206,False
coco-merged.json,876,47,5,Triangle of Doom,frame_133.jpg,1920,1080,885.0,452.0,198.0,337.0,66726.0,0.032178819444444444,0.103125,0.31203703703703706,0.5875370919881305,False
coco-merged.json,877,47,6,Triangle of Pain,frame_133.jpg,1920,1080,1016.0,475.0,596.0,328.0,195488.0,0.09427469135802469,0.3104166666666667,0.3037037037037037,1.8170731707317074,False
coco-merged.json,347,48,10,Pubic Bone,frame_134.jpg,1920,1080,102.0,472.0,424.0,126.0,53424.0,0.025763888888888888,0.22083333333333333,0.11666666666666667,3.365079365079365,False
coco-merged.json,349,48,14,Inferior Epigastric Vessels,frame_134.jpg,1920,1080,541.0,99.0,283.0,215.0,60845.0,0.029342689043209875,0.14739583333333334,0.19907407407407407,1.3162790697674418,False
coco-merged.json,878,48,6,Triangle of Pain,frame_134.jpg,1920,1080,1014.0,396.0,650.0,276.0,179400.0,0.0865162037037037,0.3385416666666667,0.25555555555555554,2.3550724637681157,False
coco-merged.json,879,48,5,Triangle of Doom,frame_134.jpg,1920,1080,743.0,542.0,160.0,311.0,49760.0,0.023996913580246915,0.08333333333333333,0.287962962962963,0.5144694533762058,False
coco-merged.json,350,49,10,Pubic Bone,frame_135.jpg,1920,1080,102.0,546.0,262.0,220.0,57640.0,0.027797067901234568,0.13645833333333332,0.2037037037037037,1.190909090909091,False
coco-merged.json,880,49,5,Triangle of Doom,frame_135.jpg,1920,1080,559.0,628.0,191.0,280.0,53480.0,0.025790895061728394,0.09947916666666666,0.25925925925925924,0.6821428571428572,False
coco-merged.json,881,49,6,Triangle of Pain,frame_135.jpg,1920,1080,634.0,409.0,504.0,278.0,140112.0,0.06756944444444445,0.2625,0.2574074074074074,1.8129496402877698,False
coco-merged.json,882,50,5,Triangle of Doom,frame_136.jpg,1920,1080,402.0,696.0,203.0,308.0,62524.0,0.030152391975308643,0.10572916666666667,0.2851851851851852,0.6590909090909091,False
coco-merged.json,883,50,6,Triangle of Pain,frame_136.jpg,1920,1080,488.0,434.0,578.0,163.0,94214.0,0.04543499228395062,0.30104166666666665,0.15092592592592594,3.5460122699386503,False
coco-merged.json,354,51,10,Pubic Bone,frame_137.jpg,1920,1080,103.0,426.0,265.0,123.0,32595.0,0.01571903935185185,0.13802083333333334,0.11388888888888889,2.154471544715447,False
coco-merged.json,355,51,14,Inferior Epigastric Vessels,frame_137.jpg,1920,1080,239.0,7.0,243.0,150.0,36450.0,0.017578125,0.1265625,0.1388888888888889,1.62,False
coco-merged.json,356,53,10,Pubic Bone,frame_139.jpg,1920,1080,475.0,259.0,297.0,165.0,49005.0,0.0236328125,0.1546875,0.1527777777777778,1.8,False
coco-merged.json,359,53,14,Inferior Epigastric Vessels,frame_139.jpg,1920,1080,763.0,14.0,216.0,348.0,75168.0,0.03625,0.1125,0.32222222222222224,0.6206896551724138,False
coco-merged.json,884,53,6,Triangle of Pain,frame_139.jpg,1920,1080,1038.0,221.0,629.0,332.0,208828.0,0.10070794753086419,0.32760416666666664,0.3074074074074074,1.894578313253012,False
coco-merged.json,3,54,10,Pubic Bone,frame_14.jpg,1920,1080,882.0,610.0,444.0,160.0,71040.0,0.03425925925925926,0.23125,0.14814814814814814,2.775,False
coco-merged.json,362,55,14,Inferior Epigastric Vessels,frame_140.jpg,1920,1080,761.0,12.0,380.0,292.0,110960.0,0.0535108024691358,0.19791666666666666,0.27037037037037037,1.3013698630136987,False
coco-merged.json,363,55,10,Pubic Bone,frame_140.jpg,1920,1080,99.0,583.0,154.0,99.0,15246.0,0.007352430555555556,0.08020833333333334,0.09166666666666666,1.5555555555555556,False
coco-merged.json,889,55,6,Triangle of Pain,frame_140.jpg,1920,1080,988.0,165.0,799.0,276.0,220524.0,0.10634837962962963,0.4161458333333333,0.25555555555555554,2.8949275362318843,False
coco-merged.json,365,56,10,Pubic Bone,frame_141.jpg,1920,1080,454.0,332.0,475.0,178.0,84550.0,0.040774498456790126,0.24739583333333334,0.1648148148148148,2.668539325842697,False
coco-merged.json,367,56,14,Inferior Epigastric Vessels,frame_141.jpg,1920,1080,865.0,20.0,158.0,216.0,34128.0,0.016458333333333332,0.08229166666666667,0.2,0.7314814814814815,False
