source_json,image_id,image_file,image_width,image_height,num_annotations,union_mask_area_px,image_area_px,union_coverage_ratio,coverage_mode
coco-merged.json,51,frame_137.jpg,1920,1080,4,32937,2073600,0.01588397,union
coco-merged.json,53,frame_139.jpg,1920,1080,6,148050,2073600,0.071397569,union
coco-merged.json,54,frame_14.jpg,1920,1080,2,18823,2073600,0.00907745,union
coco-merged.json,55,frame_140.jpg,1920,1080,6,163467,2073600,0.078832465,union
coco-merged.json,56,frame_141.jpg,1920,1080,6,164817,2073600,0.079483507,union
coco-merged.json,57,frame_142.jpg,1920,1080,4,129124,2073600,0.062270448,union
coco-merged.json,58,frame_143.jpg,1920,1080,6,158745,2073600,0.076555266,union
coco-merged.json,59,frame_144.jpg,1920,1080,4,215782,2073600,0.104061535,union
coco-merged.json,60,frame_145.jpg,1920,1080,4,176009,2073600,0.084880883,union
coco-merged.json,61,frame_146.jpg,1920,1080,4,232366,2073600,0.112059221,union
coco-merged.json,62,frame_147.jpg,1920,1080,6,235299,2073600,0.113473669,union
coco-merged.json,63,frame_148.jpg,1920,1080,6,281264,2073600,0.135640432,union
coco-merged.json,64,frame_149.jpg,1920,1080,2,162606,2073600,0.078417245,union
coco-merged.json,65,frame_15.jpg,1920,1080,2,17361,2073600,0.008372396,union
coco-merged.json,67,frame_151.jpg,1920,1080,2,54047,2073600,0.026064333,union
coco-merged.json,68,frame_152.jpg,1920,1080,2,151252,2073600,0.072941744,union
coco-merged.json,70,frame_154.jpg,1920,1080,2,96628,2073600,0.046599151,union
coco-merged.json,71,frame_155.jpg,1920,1080,10,522670,2073600,0.252059221,union
coco-merged.json,72,frame_156.jpg,1920,1080,8,455202,2073600,0.219522569,union
coco-merged.json,73,frame_157.jpg,1920,1080,10,312090,2073600,0.150506366,union
coco-merged.json,74,frame_158.jpg,1920,1080,10,241818,2073600,0.116617477,union
coco-merged.json,75,frame_159.jpg,1920,1080,8,163783,2073600,0.078984857,union
coco-merged.json,76,frame_16.jpg,1920,1080,2,26815,2073600,0.012931617,union
coco-merged.json,77,frame_160.jpg,1920,1080,10,377980,2073600,0.182282022,union
coco-merged.json,78,frame_161.jpg,1920,1080,10,374425,2073600,0.180567612,union
coco-merged.json,79,frame_162.jpg,1920,1080,10,394533,2073600,0.190264757,union
coco-merged.json,80,frame_163.jpg,1920,1080,10,473038,2073600,0.228124035,union
coco-merged.json,81,frame_164.jpg,1920,1080,10,415073,2073600,0.200170235,union
coco-merged.json,82,frame_165.jpg,1920,1080,10,487682,2073600,0.23518615,union
coco-merged.json,83,frame_166.jpg,1920,1080,8,531646,2073600,0.256387924,union
coco-merged.json,84,frame_167.jpg,1920,1080,8,458157,2073600,0.220947627,union
coco-merged.json,85,frame_168.jpg,1920,1080,10,625389,2073600,0.301595775,union
coco-merged.json,86,frame_169.jpg,1920,1080,8,800991,2073600,0.386280382,union
coco-merged.json,87,frame_17.jpg,1920,1080,2,34800,2073600,0.016782407,union
coco-merged.json,88,frame_170.jpg,1920,1080,8,661711,2073600,0.319112172,union
coco-merged.json,89,frame_171.jpg,1920,1080,12,533871,2073600,0.257460938,union
coco-merged.json,90,frame_172.jpg,1920,1080,8,588952,2073600,0.28402392,union
coco-merged.json,91,frame_173.jpg,1920,1080,12,605961,2073600,0.292226563,union
coco-merged.json,92,frame_174.jpg,1920,1080,10,563236,2073600,0.271622299,union
coco-merged.json,93,frame_175.jpg,1920,1080,7,550972,2073600,0.265707948,union
coco-merged.json,94,frame_176.jpg,1920,1080,8,520440,2073600,0.250983796,union
coco-merged.json,95,frame_177.jpg,1920,1080,8,729261,2073600,0.351688368,union
coco-merged.json,96,frame_178.jpg,1920,1080,8,610220,2073600,0.294280478,union
coco-merged.json,97,frame_179.jpg,1920,1080,12,429278,2073600,0.20702064,union
coco-merged.json,98,frame_18.jpg,1920,1080,2,25342,2073600,0.012221258,union
coco-merged.json,99,frame_180.jpg,1920,1080,10,432649,2073600,0.208646316,union
coco-merged.json,100,frame_181.jpg,1920,1080,8,549490,2073600,0.264993248,union
coco-merged.json,101,frame_182.jpg,1920,1080,4,204401,2073600,0.098573013,union
coco-merged.json,102,frame_183.jpg,1920,1080,2,12375,2073600,0.005967882,union
coco-merged.json,103,frame_184.jpg,1920,1080,2,31012,2073600,0.014955633,union
coco-merged.json,104,frame_185.jpg,1920,1080,2,35406,2073600,0.017074653,union
coco-merged.json,105,frame_186.jpg,1920,1080,2,47450,2073600,0.022882909,union
coco-merged.json,106,frame_187.jpg,1920,1080,4,121446,2073600,0.058567708,union
coco-merged.json,107,frame_188.jpg,1920,1080,4,243883,2073600,0.117613329,union
coco-merged.json,108,frame_189.jpg,1920,1080,4,225286,2073600,0.108644869,union
coco-merged.json,110,frame_190.jpg,1920,1080,4,268870,2073600,0.129663387,union
coco-merged.json,111,frame_191.jpg,1920,1080,2,157981,2073600,0.076186825,union
coco-merged.json,112,frame_192.jpg,1920,1080,2,249497,2073600,0.120320698,union
coco-merged.json,114,frame_194.jpg,1920,1080,4,180061,2073600,0.086834973,union
coco-merged.json,115,frame_195.jpg,1920,1080,4,186698,2073600,0.090035687,union
coco-merged.json,116,frame_196.jpg,1920,1080,2,341759,2073600,0.164814333,union
coco-merged.json,117,frame_197.jpg,1920,1080,4,211358,2073600,0.101928048,union
coco-merged.json,118,frame_198.jpg,1920,1080,8,247144,2073600,0.119185957,union
coco-merged.json,119,frame_199.jpg,1920,1080,4,221798,2073600,0.10696277,union
coco-merged.json,121,frame_20.jpg,1920,1080,2,57089,2073600,0.027531346,union
coco-merged.json,122,frame_200.jpg,1920,1080,2,37609,2073600,0.018137056,union
coco-merged.json,123,frame_201.jpg,1920,1080,4,131595,2073600,0.063462095,union
coco-merged.json,124,frame_202.jpg,1920,1080,6,255939,2073600,0.123427373,union
coco-merged.json,125,frame_203.jpg,1920,1080,2,90101,2073600,0.043451485,union
coco-merged.json,126,frame_204.jpg,1920,1080,8,246613,2073600,0.11892988,union
coco-merged.json,127,frame_205.jpg,1920,1080,10,223495,2073600,0.107781154,union
coco-merged.json,128,frame_206.jpg,1920,1080,2,206823,2073600,0.09974103,union
coco-merged.json,129,frame_207.jpg,1920,1080,2,48399,2073600,0.023340567,union
coco-merged.json,130,frame_208.jpg,1920,1080,2,154094,2073600,0.074312307,union
coco-merged.json,131,frame_209.jpg,1920,1080,10,207348,2073600,0.099994213,union
coco-merged.json,132,frame_21.jpg,1920,1080,4,42154,2073600,0.020328897,union
coco-merged.json,133,frame_210.jpg,1920,1080,10,308909,2073600,0.148972319,union
coco-merged.json,134,frame_211.jpg,1920,1080,10,404090,2073600,0.19487365,union
coco-merged.json,135,frame_212.jpg,1920,1080,10,280866,2073600,0.135448495,union
coco-merged.json,136,frame_213.jpg,1920,1080,10,359384,2073600,0.173314043,union
coco-merged.json,137,frame_214.jpg,1920,1080,10,426051,2073600,0.20546441,union
coco-merged.json,138,frame_215.jpg,1920,1080,2,280322,2073600,0.13518615,union
coco-merged.json,139,frame_216.jpg,1920,1080,6,102471,2073600,0.049416956,union
coco-merged.json,140,frame_217.jpg,1920,1080,2,230799,2073600,0.11130353,union
coco-merged.json,141,frame_218.jpg,1920,1080,12,369647,2073600,0.178263407,union
coco-merged.json,142,frame_219.jpg,1920,1080,10,448442,2073600,0.216262539,union
coco-merged.json,143,frame_22.jpg,1920,1080,2,35638,2073600,0.017186535,union
coco-merged.json,144,frame_220.jpg,1920,1080,2,198830,2073600,0.095886381,union
coco-merged.json,145,frame_221.jpg,1920,1080,6,224507,2073600,0.108269194,union
coco-merged.json,146,frame_222.jpg,1920,1080,8,165442,2073600,0.079784915,union
coco-merged.json,147,frame_223.jpg,1920,1080,2,37625,2073600,0.018144772,union
coco-merged.json,148,frame_224.jpg,1920,1080,12,442953,2073600,0.213615451,union
coco-merged.json,149,frame_225.jpg,1920,1080,10,344189,2073600,0.165986208,union
coco-merged.json,150,frame_226.jpg,1920,1080,10,118108,2073600,0.056957948,union
coco-merged.json,151,frame_227.jpg,1920,1080,2,20111,2073600,0.009698592,union
coco-merged.json,152,frame_228.jpg,1920,1080,10,127593,2073600,0.061532118,union
coco-merged.json,153,frame_229.jpg,1920,1080,10,209125,2073600,0.100851177,union
coco-merged.json,154,frame_23.jpg,1920,1080,2,35074,2073600,0.016914545,union
coco-merged.json,155,frame_230.jpg,1920,1080,10,108042,2073600,0.052103588,union
coco-merged.json,156,frame_231.jpg,1920,1080,12,142913,2073600,0.068920235,union
coco-merged.json,157,frame_232.jpg,1920,1080,2,113913,2073600,0.054934896,union
coco-merged.json,158,frame_233.jpg,1920,1080,12,278876,2073600,0.134488812,union
coco-merged.json,159,frame_234.jpg,1920,1080,12,297178,2073600,0.143315008,union
coco-merged.json,160,frame_235.jpg,1920,1080,12,302069,2073600,0.145673708,union
coco-merged.json,161,frame_236.jpg,1920,1080,12,356742,2073600,0.172039931,union
coco-merged.json,162,frame_237.jpg,1920,1080,2,202501,2073600,0.097656732,union
coco-merged.json,163,frame_238.jpg,1920,1080,10,248555,2073600,0.119866416,union
coco-merged.json,164,frame_239.jpg,1920,1080,10,200327,2073600,0.096608314,union
coco-merged.json,165,frame_24.jpg,1920,1080,2,110006,2073600,0.053050733,union
coco-merged.json,166,frame_240.jpg,1920,1080,8,129054,2073600,0.06223669,union
coco-merged.json,167,frame_241.jpg,1920,1080,10,242288,2073600,0.116844136,union
coco-merged.json,168,frame_242.jpg,1920,1080,10,170614,2073600,0.082279128,union
coco-merged.json,169,frame_243.jpg,1920,1080,12,325448,2073600,0.156948302,union
coco-merged.json,170,frame_244.jpg,1920,1080,12,142049,2073600,0.068503569,union
coco-merged.json,171,frame_245.jpg,1920,1080,12,170626,2073600,0.082284915,union
coco-merged.json,172,frame_246.jpg,1920,1080,12,134303,2073600,0.064768036,union
coco-merged.json,173,frame_247.jpg,1920,1080,6,85429,2073600,0.041198399,union
coco-merged.json,174,frame_248.jpg,1920,1080,6,40193,2073600,0.019383198,union
coco-merged.json,175,frame_249.jpg,1920,1080,2,12220,2073600,0.005893133,union
coco-merged.json,176,frame_25.jpg,1920,1080,2,65989,2073600,0.031823399,union
coco-merged.json,177,frame_250.jpg,1920,1080,12,192475,2073600,0.092821663,union
coco-merged.json,178,frame_251.jpg,1920,1080,12,228052,2073600,0.109978781,union
coco-merged.json,179,frame_252.jpg,1920,1080,12,131324,2073600,0.063331404,union
coco-merged.json,180,frame_253.jpg,1920,1080,10,169606,2073600,0.081793017,union
coco-merged.json,181,frame_254.jpg,1920,1080,10,164358,2073600,0.079262153,union
coco-merged.json,182,frame_255.jpg,1920,1080,12,255915,2073600,0.123415799,union
coco-merged.json,183,frame_256.jpg,1920,1080,2,22576,2073600,0.010887346,union
coco-merged.json,184,frame_257.jpg,1920,1080,10,166394,2073600,0.08024402,union
coco-merged.json,185,frame_258.jpg,1920,1080,10,104048,2073600,0.050177469,union
coco-merged.json,186,frame_259.jpg,1920,1080,10,170458,2073600,0.082203897,union
coco-merged.json,187,frame_26.jpg,1920,1080,4,72969,2073600,0.035189525,union
coco-merged.json,188,frame_260.jpg,1920,1080,10,125977,2073600,0.060752797,union
coco-merged.json,189,frame_261.jpg,1920,1080,2,24903,2073600,0.012009549,union
coco-merged.json,190,frame_262.jpg,1920,1080,10,213976,2073600,0.103190586,union
coco-merged.json,191,frame_263.jpg,1920,1080,10,155455,2073600,0.074968654,union
coco-merged.json,192,frame_264.jpg,1920,1080,2,23961,2073600,0.011555266,union
coco-merged.json,198,frame_27.jpg,1920,1080,2,56679,2073600,0.027333623,union
coco-merged.json,202,frame_273.jpg,1920,1080,2,57721,2073600,0.02783613,union
coco-merged.json,204,frame_275.jpg,1920,1080,2,62383,2073600,0.030084394,union
coco-merged.json,205,frame_276.jpg,1920,1080,2,23246,2073600,0.011210455,union
coco-merged.json,206,frame_277.jpg,1920,1080,4,60817,2073600,0.029329186,union
coco-merged.json,207,frame_278.jpg,1920,1080,4,34173,2073600,0.016480035,union
coco-merged.json,208,frame_279.jpg,1920,1080,4,29726,2073600,0.014335455,union
coco-merged.json,209,frame_28.jpg,1920,1080,2,57775,2073600,0.027862172,union
coco-merged.json,210,frame_280.jpg,1920,1080,2,69215,2073600,0.033379147,union
coco-merged.json,212,frame_282.jpg,1920,1080,2,27151,2073600,0.013093654,union
coco-merged.json,215,frame_285.jpg,1920,1080,2,43682,2073600,0.021065779,union
coco-merged.json,216,frame_286.jpg,1920,1080,4,99822,2073600,0.048139468,union
coco-merged.json,217,frame_287.jpg,1920,1080,4,176085,2073600,0.084917535,union
coco-merged.json,218,frame_288.jpg,1920,1080,4,58313,2073600,0.028121624,union
coco-merged.json,219,frame_289.jpg,1920,1080,4,133040,2073600,0.064158951,union
coco-merged.json,220,frame_29.jpg,1920,1080,2,58208,2073600,0.028070988,union
coco-merged.json,221,frame_290.jpg,1920,1080,4,54321,2073600,0.02619647,union
coco-merged.json,222,frame_291.jpg,1920,1080,4,68965,2073600,0.033258584,union
coco-merged.json,223,frame_292.jpg,1920,1080,4,40716,2073600,0.019635417,union
coco-merged.json,224,frame_293.jpg,1920,1080,2,88554,2073600,0.04270544,union
coco-merged.json,309,frame_37.jpg,1920,1080,4,251435,2073600,0.121255305,union
coco-merged.json,320,frame_38.jpg,1920,1080,4,226271,2073600,0.109119888,union
coco-merged.json,331,frame_39.jpg,1920,1080,4,159414,2073600,0.076877894,union
coco-merged.json,343,frame_40.jpg,1920,1080,4,168394,2073600,0.081208526,union
coco-merged.json,354,frame_41.jpg,1920,1080,4,116581,2073600,0.056221547,union
coco-merged.json,365,frame_42.jpg,1920,1080,4,180777,2073600,0.087180266,union
coco-merged.json,376,frame_43.jpg,1920,1080,2,102042,2073600,0.049210069,union
coco-merged.json,387,frame_44.jpg,1920,1080,2,30054,2073600,0.014493634,union
coco-merged.json,398,frame_45.jpg,1920,1080,4,176759,2073600,0.085242573,union
coco-merged.json,409,frame_46.jpg,1920,1080,4,145784,2073600,0.070304784,union
coco-merged.json,420,frame_47.jpg,1920,1080,2,214328,2073600,0.10336034,union
coco-merged.json,431,frame_48.jpg,1920,1080,2,141688,2073600,0.068329475,union
coco-merged.json,442,frame_49.jpg,1920,1080,2,117314,2073600,0.056575039,union
coco-merged.json,454,frame_50.jpg,1920,1080,2,192487,2073600,0.09282745,union
coco-merged.json,465,frame_51.jpg,1920,1080,2,38348,2073600,0.018493441,union
coco-merged.json,476,frame_52.jpg,1920,1080,2,53884,2073600,0.025985725,union
coco-merged.json,487,frame_53.jpg,1920,1080,2,73433,2073600,0.035413291,union
coco-merged.json,498,frame_54.jpg,1920,1080,2,28606,2073600,0.013795332,union
coco-merged.json,509,frame_55.jpg,1920,1080,2,41738,2073600,0.020128279,union
coco-merged.json,520,frame_56.jpg,1920,1080,4,120321,2073600,0.058025174,union
coco-merged.json,531,frame_57.jpg,1920,1080,4,89202,2073600,0.04301794,union
coco-merged.json,542,frame_58.jpg,1920,1080,4,26038,2073600,0.012556906,union
coco-merged.json,565,frame_60.jpg,1920,1080,2,40771,2073600,0.019661941,union
coco-merged.json,576,frame_61.jpg,1920,1080,2,79656,2073600,0.038414352,union
coco-merged.json,587,frame_62.jpg,1920,1080,4,106434,2073600,0.051328125,union
coco-merged.json,598,frame_63.jpg,1920,1080,4,133107,2073600,0.064191262,union
coco-merged.json,599,frame_630.jpg,1920,1080,2,13851,2073600,0.006679688,union
coco-merged.json,600,frame_631.jpg,1920,1080,2,20346,2073600,0.009811921,union
coco-merged.json,601,frame_632.jpg,1920,1080,2,65620,2073600,0.031645448,union
coco-merged.json,602,frame_633.jpg,1920,1080,4,92568,2073600,0.044641204,union
coco-merged.json,603,frame_634.jpg,1920,1080,4,35004,2073600,0.016880787,union
coco-merged.json,604,frame_635.jpg,1920,1080,4,70278,2073600,0.033891782,union
coco-merged.json,605,frame_636.jpg,1920,1080,4,13306,2073600,0.00641686,union
coco-merged.json,607,frame_638.jpg,1920,1080,4,4818,2073600,0.002323495,union
coco-merged.json,608,frame_639.jpg,1920,1080,2,5795,2073600,0.002794657,union
coco-merged.json,609,frame_64.jpg,1920,1080,2,59938,2073600,0.028905285,union
coco-merged.json,610,frame_640.jpg,1920,1080,8,29937,2073600,0.014437211,union
coco-merged.json,612,frame_642.jpg,1920,1080,2,19666,2073600,0.009483989,union
coco-merged.json,613,frame_643.jpg,1920,1080,2,34700,2073600,0.016734182,union
coco-merged.json,614,frame_644.jpg,1920,1080,8,66699,2073600,0.032165799,union
coco-merged.json,615,frame_645.jpg,1920,1080,8,154731,2073600,0.074619502,union
coco-merged.json,616,frame_646.jpg,1920,1080,12,149853,2073600,0.072267072,union
coco-merged.json,617,frame_647.jpg,1920,1080,6,104332,2073600,0.050314429,union
coco-merged.json,618,frame_648.jpg,1920,1080,14,495933,2073600,0.23916522,union
coco-merged.json,619,frame_649.jpg,1920,1080,8,369508,2073600,0.178196373,union
coco-merged.json,620,frame_65.jpg,1920,1080,2,89088,2073600,0.042962963,union
coco-merged.json,621,frame_650.jpg,1920,1080,12,160752,2073600,0.077523148,union
coco-merged.json,623,frame_652.jpg,1920,1080,4,29365,2073600,0.014161362,union
coco-merged.json,624,frame_653.jpg,1920,1080,2,17953,2073600,0.00865789,union
coco-merged.json,625,frame_654.jpg,1920,1080,4,34131,2073600,0.01645978,union
coco-merged.json,626,frame_655.jpg,1920,1080,4,35525,2073600,0.017132041,union
coco-merged.json,627,frame_656.jpg,1920,1080,4,29600,2073600,0.014274691,union
coco-merged.json,628,frame_657.jpg,1920,1080,2,21937,2073600,0.010579186,union
coco-merged.json,629,frame_658.jpg,1920,1080,2,1573,2073600,0.000758584,union
coco-merged.json,630,frame_659.jpg,1920,1080,2,2993,2073600,0.001443383,union
coco-merged.json,631,frame_66.jpg,1920,1080,4,122362,2073600,0.059009452,union
coco-merged.json,632,frame_660.jpg,1920,1080,2,2954,2073600,0.001424576,union
coco-merged.json,635,frame_663.jpg,1920,1080,2,20706,2073600,0.009985532,union
coco-merged.json,636,frame_664.jpg,1920,1080,2,46436,2073600,0.022393904,union
coco-merged.json,637,frame_665.jpg,1920,1080,2,89193,2073600,0.0430136,union
coco-merged.json,638,frame_666.jpg,1920,1080,4,39906,2073600,0.019244792,union
coco-merged.json,639,frame_667.jpg,1920,1080,2,57361,2073600,0.027662519,union
coco-merged.json,640,frame_668.jpg,1920,1080,2,46521,2073600,0.022434896,union
coco-merged.json,641,frame_669.jpg,1920,1080,2,36925,2073600,0.017807195,union
coco-merged.json,642,frame_67.jpg,1920,1080,4,147657,2073600,0.071208044,union
coco-merged.json,643,frame_670.jpg,1920,1080,2,35193,2073600,0.016971933,union
coco-merged.json,644,frame_671.jpg,1920,1080,2,51088,2073600,0.024637346,union
coco-merged.json,645,frame_672.jpg,1920,1080,2,114121,2073600,0.055035204,union
coco-merged.json,646,frame_673.jpg,1920,1080,2,73949,2073600,0.035662133,union
coco-merged.json,647,frame_674.jpg,1920,1080,2,11752,2073600,0.005667438,union
coco-merged.json,648,frame_675.jpg,1920,1080,4,56211,2073600,0.027107928,union
coco-merged.json,649,frame_676.jpg,1920,1080,2,34288,2073600,0.016535494,union
coco-merged.json,650,frame_677.jpg,1920,1080,4,36269,2073600,0.017490837,union
coco-merged.json,651,frame_678.jpg,1920,1080,2,44048,2073600,0.021242284,union
coco-merged.json,652,frame_679.jpg,1920,1080,2,56109,2073600,0.027058738,union
coco-merged.json,653,frame_68.jpg,1920,1080,5,85905,2073600,0.041427951,union
coco-merged.json,654,frame_680.jpg,1920,1080,2,39311,2073600,0.018957851,union
coco-merged.json,655,frame_681.jpg,1920,1080,2,68918,2073600,0.033235918,union
coco-merged.json,656,frame_682.jpg,1920,1080,2,25442,2073600,0.012269483,union
coco-merged.json,657,frame_683.jpg,1920,1080,2,27191,2073600,0.013112944,union
coco-merged.json,658,frame_684.jpg,1920,1080,2,38146,2073600,0.018396026,union
coco-merged.json,659,frame_685.jpg,1920,1080,2,18995,2073600,0.009160397,union
coco-merged.json,660,frame_686.jpg,1920,1080,4,43076,2073600,0.020773534,union
coco-merged.json,661,frame_687.jpg,1920,1080,2,42516,2073600,0.020503472,union
coco-merged.json,662,frame_688.jpg,1920,1080,2,40858,2073600,0.019703897,union
coco-merged.json,663,frame_689.jpg,1920,1080,2,98305,2073600,0.04740789,union
coco-merged.json,664,frame_69.jpg,1920,1080,4,51687,2073600,0.024926215,union
coco-merged.json,665,frame_690.jpg,1920,1080,2,38847,2073600,0.018734086,union
coco-merged.json,666,frame_691.jpg,1920,1080,2,25266,2073600,0.012184606,union
coco-merged.json,667,frame_692.jpg,1920,1080,2,26558,2073600,0.012807677,union
coco-merged.json,668,frame_693.jpg,1920,1080,2,85112,2073600,0.041045525,union
coco-merged.json,669,frame_694.jpg,1920,1080,2,76986,2073600,0.037126736,union
coco-merged.json,670,frame_695.jpg,1920,1080,2,38402,2073600,0.018519483,union
coco-merged.json,671,frame_696.jpg,1920,1080,2,23402,2073600,0.011285687,union
coco-merged.json,672,frame_697.jpg,1920,1080,4,28601,2073600,0.013792921,union
coco-merged.json,673,frame_698.jpg,1920,1080,2,36915,2073600,0.017802373,union
coco-merged.json,674,frame_699.jpg,1920,1080,2,28914,2073600,0.013943866,union
coco-merged.json,676,frame_70.jpg,1920,1080,5,96739,2073600,0.046652681,union
coco-merged.json,677,frame_700.jpg,1920,1080,4,46405,2073600,0.022378954,union
coco-merged.json,678,frame_701.jpg,1920,1080,2,78096,2073600,0.037662037,union
coco-merged.json,679,frame_702.jpg,1920,1080,4,101994,2073600,0.049186921,union
coco-merged.json,680,frame_703.jpg,1920,1080,4,69978,2073600,0.033747106,union
coco-merged.json,681,frame_704.jpg,1920,1080,4,30159,2073600,0.014544271,union
coco-merged.json,682,frame_705.jpg,1920,1080,2,39677,2073600,0.019134356,union
coco-merged.json,683,frame_706.jpg,1920,1080,2,43859,2073600,0.021151138,union
coco-merged.json,684,frame_707.jpg,1920,1080,2,20517,2073600,0.009894387,union
coco-merged.json,685,frame_708.jpg,1920,1080,4,35179,2073600,0.016965181,union
coco-merged.json,686,frame_709.jpg,1920,1080,2,25739,2073600,0.012412712,union
coco-merged.json,687,frame_71.jpg,1920,1080,4,135033,2073600,0.065120081,union
coco-merged.json,688,frame_710.jpg,1920,1080,4,45756,2073600,0.022065972,union
coco-merged.json,689,frame_711.jpg,1920,1080,2,52628,2073600,0.025380015,union
coco-merged.json,691,frame_713.jpg,1920,1080,2,69130,2073600,0.033338156,union
coco-merged.json,692,frame_714.jpg,1920,1080,2,36481,2073600,0.017593075,union
coco-merged.json,693,frame_715.jpg,1920,1080,6,104680,2073600,0.050482253,union
coco-merged.json,694,frame_716.jpg,1920,1080,2,56838,2073600,0.027410301,union
coco-merged.json,695,frame_717.jpg,1920,1080,10,322591,2073600,0.155570505,union
coco-merged.json,696,frame_718.jpg,1920,1080,2,34862,2073600,0.016812307,union
coco-merged.json,697,frame_719.jpg,1920,1080,2,73959,2073600,0.035666956,union
coco-merged.json,698,frame_72.jpg,1920,1080,2,97054,2073600,0.046804591,union
coco-merged.json,699,frame_720.jpg,1920,1080,8,287303,2073600,0.138552758,union
coco-merged.json,700,frame_721.jpg,1920,1080,8,152174,2073600,0.073386381,union
coco-merged.json,701,frame_722.jpg,1920,1080,12,308175,2073600,0.148618345,union
coco-merged.json,702,frame_723.jpg,1920,1080,14,270879,2073600,0.130632234,union
coco-merged.json,703,frame_724.jpg,1920,1080,16,110954,2073600,0.053507909,union
coco-merged.json,704,frame_725.jpg,1920,1080,12,233785,2073600,0.112743538,union
coco-merged.json,705,frame_726.jpg,1920,1080,14,231869,2073600,0.111819541,union
coco-merged.json,706,frame_727.jpg,1920,1080,2,9090,2073600,0.004383681,union
coco-merged.json,709,frame_73.jpg,1920,1080,4,111844,2073600,0.053937114,union
coco-merged.json,710,frame_730.jpg,1920,1080,2,18866,2073600,0.009098187,union
coco-merged.json,711,frame_731.jpg,1920,1080,2,20238,2073600,0.009759838,union
coco-merged.json,712,frame_732.jpg,1920,1080,4,38880,2073600,0.01875,union
coco-merged.json,713,frame_733.jpg,1920,1080,2,2597,2073600,0.001252411,union
coco-merged.json,717,frame_737.jpg,1920,1080,4,12802,2073600,0.006173804,union
coco-merged.json,718,frame_738.jpg,1920,1080,6,23220,2073600,0.011197917,union
coco-merged.json,720,frame_74.jpg,1920,1080,4,102435,2073600,0.049399595,union
